13|Abushiri|-267.585|326.475|A|
37|Afleir|-51.281|-2.977|A|
43|Aigle|-234.767|-19.069|A|
55|Albion|-284.426|143.518|A|
95|Alta|-191.246|-218.099|A|
116|Ambrose|-226.176|427.523|A|
121|Amu Darya|33.408|-338.234|A|
147|Antias|-33.238|-385.416|A|
151|Aodh|-40.211|-195.324|A|
152|Aomen|-18.813|-323.119|A|
162|Aquileia|-88.444|-27.883|A|
175|Arlanda|-300.534|380.651|A|
199|Athna|-27.056|-354.266|A|
209|August|-124.018|-115.591|A|
224|Awyron|-265.18|411.661|A|
252|Banfora|-98.055|-349.684|A|
280|Bayis|-254.159|166.531|A|
313|Beta Regulus|-201.451|276.407|A|
324|Biegga|-189.757|382.354|A|
347|Blue Sava|-33.31|-66.814|A|
351|Boara|-310.769|481.44|A|
358|Bogrib|-139.179|-305.873|A|
360|Bonaire|-44.042|-96.418|A|
371|Borka|-56.598|-325.638|A|
389|Brest|30.759|-303.5|A|
417|Buenos Aires|18.092|-341.994|A|
418|Burnt Rock|-328.509|191.528|A|
435|Calchedon|-366.936|-96.04|A|
439|Caledea|-283.323|215.575|A|
473|Cardff|-377.873|-5.998|A|
495|Catroxx|-90.857|-36.364|A|
507|Cerignola|-328.01|-286.324|A|
530|Chengdu|-29.575|-170.358|A|
532|Chennai|10.046|-374.191|A|
561|Circinus|-388.555|-66.824|A|
585|Conley's Patch|-220.211|205.816|A|
619|Cree|-189.457|-247.497|A|
650|Dalian|-57.584|-267.289|A|
660|Dansur|-74.923|-315.105|A|
702|Deweidewd|-107.279|283.248|A|
705|Diamantina|-314.895|-99.56|A|
716|Dì-fang|-9.65|-297.47|A|
718|Dili|-55|-299.3|A|
778|Eion|-357.161|-122.853|A|
785|Elbing|-65.529|-70.625|A|
820|Eschenberg|-149.407|181.546|A|
823|Espia|-16.91|-389.694|A|
826|Esztergom|-237.219|-96.946|A|
882|Fletcher|-67.732|-209.973|DO|
885|Florarda|32.033|-256.932|A|
888|Flychenia|-181.916|-100.888|A|
913|Gabenstad|-343.633|404.217|A|
952|Gibson|-245.811|-215.127|A|
971|Gniezno|-127.55|-22.018|A|
980|Gorfynt|-233.62|488.928|A|
982|Gorki|-15.376|-163.488|A|
991|Gran|-296.27|-171.177|A|
1006|Grobin|-98.678|-68.207|A|
1024|Gwynedd|-276.407|459.462|A|
1073|Heart Fjord|-135.27|-203.398|A|
1076|Hechnar|-16.84|-26.076|A|
1089|Hell's Paradise|-293.756|-65.872|A|
1095|Herbania|-276.337|393.051|A|
1120|Hódmezovásárhely|-193.279|-142.506|A|
1136|Hornir's Keep|-258.372|-33.63|A|
1178|Ildlandet|-241.134|-320.682|A|
1180|Illium|-207.376|439.225|A|
1210|Iron Land|-88.314|445.546|A|
1219|Itica|-64.064|-373.084|A|
1224|Izmir|-340.859|-268.167|A|
1236|Herakleion|-200.944|-91.199|A|
1239|Jászberény|-105.574|-142.411|A|
1261|Jorvikland|-210.488|307.656|A|
1270|Jungar Qi|15.543|-281.895|A|
1284|Kalmar|-67.584|-302.283|A|
1298|Karlstejn|-52.468|-290.763|A|
1304|Katla|-59.629|-341.019|A|
1318|Keeling|-173.754|-217.409|PR|
1346|Kievanur|-55.485|-152.459|A|
1388|Kola|-265.491|439.573|A|
1389|Köln|-150.073|-153.989|A|
1390|Kolobrzeg|-130.241|-45.581|A|
1394|Konopiste|-44.042|-285.558|A|
1401|Koskenkorva|-214.392|474.35|A|
1411|Kreller|-59.834|352.897|A|
1422|Kupang|-51.334|-273.649|A|
1509|Logres|-317.919|175.646|A|
1516|Lopez|-37.757|-330.395|A|
1534|Lukla|-53.623|-225.554|A|
1550|Machapuchre|-321.002|420.347|A|
1580|Manaus|-152.611|-361.226|A|
1587|Mangor|-153.199|-370.687|A|
1597|Manx|-182.045|317.003|A|
1602|Marathon|-150.911|-278.781|A|
